"tradingsymbol_nse","instrument_key_nse","instrument_key_bse"
"ZUARIIND","NSE_EQ|INE217A01012","BSE_EQ|INE217A01012"
"MANKIND","NSE_EQ|INE634S01028","BSE_EQ|INE634S01028"
"CIFCZC25","NSE_EQ|INE121A07RL4","BSE_EQ|INE121A07RL4"
"9PCHFL31A","NSE_EQ|INE516Y07428","BSE_EQ|INE516Y07428"
"860CIFCL28","NSE_EQ|INE121A07RM2","BSE_EQ|INE121A07RM2"
"PRUDMOULI","NSE_EQ|INE024D01016","BSE_EQ|INE024D01016"
"888IHFL25F","NSE_EQ|INE121A07RJ8","BSE_EQ|INE121A07RJ8"
"875PCHFL26","NSE_EQ|INE516Y07410","BSE_EQ|INE516Y07410"
"MANUGRAPH","NSE_EQ|INE867A01022","BSE_EQ|INE867A01022"
"WEIZMANIND","NSE_EQ|INE080A01014","BSE_EQ|INE080A01014"
"CIFCZC26","NSE_EQ|INE121A07RK6","BSE_EQ|INE121A07RK6"
"925IHFL25D","NSE_EQ|INE121A07RH2","BSE_EQ|INE121A07RH2"
"CIFC28","NSE_EQ|INE121A07RI0","BSE_EQ|INE121A07RI0"
"SWSOLAR","NSE_EQ|INE00M201021","BSE_EQ|INE00M201021"
"925IHFL25E","NSE_EQ|INE121A07RF6","BSE_EQ|INE121A07RF6"
"965IHFL25D","NSE_EQ|INE121A07RG4","BSE_EQ|INE121A07RG4"
"85CIFC27","NSE_EQ|INE121A07RT7","BSE_EQ|INE121A07RT7"
"CIF29","NSE_EQ|INE121A07RU5","BSE_EQ|INE121A07RU5"
"CIFC26","NSE_EQ|INE121A07RR1","BSE_EQ|INE121A07RR1"
"PATANJALI","NSE_EQ|INE619A01035","BSE_EQ|INE619A01035"
"BBOX","NSE_EQ|INE676A01027","BSE_EQ|INE676A01027"
"CIF27","NSE_EQ|INE121A07RS9","BSE_EQ|INE121A07RS9"
"MUKANDLTD","NSE_EQ|INE304A01026","BSE_EQ|INE304A01026"
"BHARATFORG","NSE_EQ|INE465A01025","BSE_EQ|INE465A01025"
"875CIFC23B","NSE_EQ|INE121A07RQ3","BSE_EQ|INE121A07RQ3"
"CIFCZC28","NSE_EQ|INE121A07RN0","BSE_EQ|INE121A07RN0"
"INDTERRAIN","NSE_EQ|INE611L01021","BSE_EQ|INE611L01021"
"850CIFCL26","NSE_EQ|INE121A07RO8","BSE_EQ|INE121A07RO8"
"ADSL","NSE_EQ|INE102I01027","BSE_EQ|INE102I01027"
"SURYALAXMI","NSE_EQ|INE713B01026","BSE_EQ|INE713B01026"
"GTLINFRA","NSE_EQ|INE221H01019","BSE_EQ|INE221H01019"
"CIFCZC26A","NSE_EQ|INE121A07QZ6","BSE_EQ|INE121A07QZ6"
"CIFCZC28A","NSE_EQ|INE121A07QX1","BSE_EQ|INE121A07QX1"
"840CIFCL28","NSE_EQ|INE121A07QY9","BSE_EQ|INE121A07QY9"
"NLCINDIA","NSE_EQ|INE589A01014","BSE_EQ|INE589A01014"
"830CIFC26","NSE_EQ|INE121A07QW3","BSE_EQ|INE121A07QW3"
"SENCO","NSE_EQ|INE602W01027","BSE_EQ|INE602W01027"
"CIFC26A","NSE_EQ|INE121A07RD1","BSE_EQ|INE121A07RD1"
"657TN31","NSE_EQ|IN3120200347","BSE_EQ|IN3120200347"
"782RJ32","NSE_EQ|IN2920220216","BSE_EQ|IN2920220216"
"84CIFCL28","NSE_EQ|INE121A07RE9","BSE_EQ|INE121A07RE9"
"653TN31","NSE_EQ|IN3120200339","BSE_EQ|IN3120200339"
"WELCORP","NSE_EQ|INE191B01025","BSE_EQ|INE191B01025"
"695TN31","NSE_EQ|IN3120200362","BSE_EQ|IN3120200362"
"BPL","NSE_EQ|INE110A01019","BSE_EQ|INE110A01019"
"BERGEPAINT","NSE_EQ|INE463A01038","BSE_EQ|INE463A01038"
"DIGIDRIVE","NSE_EQ|INE0PSC01024","BSE_EQ|INE0PSC01024"
"697TN31","NSE_EQ|IN3120210122","BSE_EQ|IN3120210122"
"EPACK","NSE_EQ|INE0G5901015","BSE_EQ|INE0G5901015"
"LOVABLE","NSE_EQ|INE597L01014","BSE_EQ|INE597L01014"
"ATAM","NSE_EQ|INE09KD01013","BSE_EQ|INE09KD01013"
"GENUSPOWER","NSE_EQ|INE955D01029","BSE_EQ|INE955D01029"
"BHARTIARTL","NSE_EQ|INE397D01024","BSE_EQ|INE397D01024"
"DMART","NSE_EQ|INE192R01011","BSE_EQ|INE192R01011"
"DECCANCE","NSE_EQ|INE583C01021","BSE_EQ|INE583C01021"
"ASTRON","NSE_EQ|INE646X01014","BSE_EQ|INE646X01014"
"96IIFL28A","NSE_EQ|INE530B08102","BSE_EQ|INE530B08102"
"86CIFC29","NSE_EQ|INE121A07RV3","BSE_EQ|INE121A07RV3"
"IIFLZC28","NSE_EQ|INE530B08110","BSE_EQ|INE530B08110"
"696TN51","NSE_EQ|IN3120210023","BSE_EQ|IN3120210023"
"875PCHFL31","NSE_EQ|INE516Y07378","BSE_EQ|INE516Y07378"
"699TN41","NSE_EQ|IN3120210049","BSE_EQ|IN3120210049"
"QUESS","NSE_EQ|INE615P01015","BSE_EQ|INE615P01015"
"NAZARA","NSE_EQ|INE418L01021","BSE_EQ|INE418L01021"
"85PCHFL26","NSE_EQ|INE516Y07360","BSE_EQ|INE516Y07360"
"DPABHUSHAN","NSE_EQ|INE266Y01019","BSE_EQ|INE266Y01019"
"696TN56","NSE_EQ|IN3120210031","BSE_EQ|IN3120210031"
"ASAHISONG","NSE_EQ|INE228I01012","BSE_EQ|INE228I01012"
"JUNIORBEES","NSE_EQ|INF732E01045","BSE_EQ|INF732E01045"
"697TN46","NSE_EQ|IN3120210056","BSE_EQ|IN3120210056"
"LIQUIDBEES","NSE_EQ|INF732E01037","BSE_EQ|INF732E01037"
"703TN51","NSE_EQ|IN3120210072","BSE_EQ|IN3120210072"
"JGCHEM","NSE_EQ|INE0MB501011","BSE_EQ|INE0MB501011"
"747KL50","NSE_EQ|IN2020240023","BSE_EQ|IN2020240023"
"UBL","NSE_EQ|INE686F01025","BSE_EQ|INE686F01025"
"NILASPACES","NSE_EQ|INE00S901012","BSE_EQ|INE00S901012"
"SATIA","NSE_EQ|INE170E01023","BSE_EQ|INE170E01023"
"MEDICAMEQ","NSE_EQ|INE646B01010","BSE_EQ|INE646B01010"
"MMTC","NSE_EQ|INE123F01029","BSE_EQ|INE123F01029"
"IDBI","NSE_EQ|INE008A01015","BSE_EQ|INE008A01015"
"ACMESOLAR","NSE_EQ|INE622W01025","BSE_EQ|INE622W01025"
"VAIBHAVGBL","NSE_EQ|INE884A01027","BSE_EQ|INE884A01027"
"PTC","NSE_EQ|INE877F01012","BSE_EQ|INE877F01012"
"IIFLHFZC27","NSE_EQ|INE477L07AP4","BSE_EQ|INE477L07AP4"
"NITCO","NSE_EQ|INE858F01012","BSE_EQ|INE858F01012"
"850IIFL27","NSE_EQ|INE477L07AO7","BSE_EQ|INE477L07AO7"
"875IHFL29","NSE_EQ|INE477L07AR0","BSE_EQ|INE477L07AR0"
"843IHFL29","NSE_EQ|INE477L07AQ2","BSE_EQ|INE477L07AQ2"
"HLEGLAS","NSE_EQ|INE461D01028","BSE_EQ|INE461D01028"
"LORDSCHLO","NSE_EQ|INE846D01012","BSE_EQ|INE846D01012"
"ZEEL","NSE_EQ|INE256A01028","BSE_EQ|INE256A01028"
"DSSL","NSE_EQ|INE417B01040","BSE_EQ|INE417B01040"
"ADORWELD","NSE_EQ|INE045A01017","BSE_EQ|INE045A01017"
"IIFLHF29","NSE_EQ|INE477L07AS8","BSE_EQ|INE477L07AS8"
"DOMS","NSE_EQ|INE321T01012","BSE_EQ|INE321T01012"
"DYNPRO","NSE_EQ|INE256H01015","BSE_EQ|INE256H01015"
"TVTODAY","NSE_EQ|INE038F01029","BSE_EQ|INE038F01029"
"829PFL29","NSE_EQ|INE511C07706","BSE_EQ|INE511C07706"
"ROLTA","NSE_EQ|INE293A01013","BSE_EQ|INE293A01013"
"PONNIERODE","NSE_EQ|INE838E01017","BSE_EQ|INE838E01017"
"SALSTEEL","NSE_EQ|INE658G01014","BSE_EQ|INE658G01014"
"KOPRAN","NSE_EQ|INE082A01010","BSE_EQ|INE082A01010"
"820IIFL27","NSE_EQ|INE477L07AN9","BSE_EQ|INE477L07AN9"
"FINEORG","NSE_EQ|INE686Y01026","BSE_EQ|INE686Y01026"
"85PFL26A","NSE_EQ|INE511C07714","BSE_EQ|INE511C07714"
"673TN30","NSE_EQ|IN3120200065","BSE_EQ|IN3120200065"
"20MICRONS","NSE_EQ|INE144J01027","BSE_EQ|INE144J01027"
"694TN50","NSE_EQ|IN3120190266","BSE_EQ|IN3120190266"
"ALKEM","NSE_EQ|INE540L01014","BSE_EQ|INE540L01014"
"BIL","NSE_EQ|INE828A01016","BSE_EQ|INE828A01016"
"IXIGO","NSE_EQ|INE0HV901016","BSE_EQ|INE0HV901016"
"STEL","NSE_EQ|INE577L01016","BSE_EQ|INE577L01016"
"775TN30","NSE_EQ|IN3120200016","BSE_EQ|IN3120200016"
"INFRABEES","NSE_EQ|INF732E01268","BSE_EQ|INF732E01268"
"TEGA","NSE_EQ|INE011K01018","BSE_EQ|INE011K01018"
"GSFC","NSE_EQ|INE026A01025","BSE_EQ|INE026A01025"
"GOKUL","NSE_EQ|INE020J01029","BSE_EQ|INE020J01029"
"VENKEYS","NSE_EQ|INE398A01010","BSE_EQ|INE398A01010"
"VIMTALABS","NSE_EQ|INE579C01029","BSE_EQ|INE579C01029"
"686PN33","NSE_EQ|IN2820200235","BSE_EQ|IN2820200235"
"INDIAMART","NSE_EQ|INE933S01016","BSE_EQ|INE933S01016"
"828GS2027","NSE_EQ|IN0020070069","BSE_EQ|IN0020070069"
"AZAD","NSE_EQ|INE02IJ01035","BSE_EQ|INE02IJ01035"
"COMPINFO","NSE_EQ|INE070C01037","BSE_EQ|INE070C01037"
"833GS2032","NSE_EQ|IN0020070077","BSE_EQ|IN0020070077"
"FLFL","NSE_EQ|INE452O01016","BSE_EQ|INE452O01016"
"KOTAKBANK","NSE_EQ|INE237A01028","BSE_EQ|INE237A01028"
"BIRET","NSE_EQ|INE0FDU25010","BSE_EQ|INE0FDU25010"
"CIPLA","NSE_EQ|INE059A01026","BSE_EQ|INE059A01026"
"ANGELONE","NSE_EQ|INE732I01013","BSE_EQ|INE732I01013"
"SKYGOLD","NSE_EQ|INE01IU01018","BSE_EQ|INE01IU01018"
"TCPLPACK","NSE_EQ|INE822C01015","BSE_EQ|INE822C01015"
"RAJESHEXPO","NSE_EQ|INE343B01030","BSE_EQ|INE343B01030"
"826GS2027","NSE_EQ|IN0020070036","BSE_EQ|IN0020070036"
"832GS2032","NSE_EQ|IN0020070044","BSE_EQ|IN0020070044"
"SHARIABEES","NSE_EQ|INF732E01128","BSE_EQ|INF732E01128"
"10IIFL28A","NSE_EQ|INE530B08094","BSE_EQ|INE530B08094"
"ALEMBICLTD","NSE_EQ|INE426A01027","BSE_EQ|INE426A01027"
"AXISHCETF","NSE_EQ|INF846K01Z12","BSE_EQ|INF846K01Z12"
"AXISTECETF","NSE_EQ|INF846K01Y96","BSE_EQ|INF846K01Y96"
"ARIES","NSE_EQ|INE298I01015","BSE_EQ|INE298I01015"
"ANIKINDS","NSE_EQ|INE087B01017","BSE_EQ|INE087B01017"
"EIDPARRY","NSE_EQ|INE126A01031","BSE_EQ|INE126A01031"
"SANDUMA","NSE_EQ|INE149K01016","BSE_EQ|INE149K01016"
"KOLTEPATIL","NSE_EQ|INE094I01018","BSE_EQ|INE094I01018"
"760PFC29","NSE_EQ|INE134E08MX3","BSE_EQ|INE134E08MX3"
"SAKHTISUG","NSE_EQ|INE623A01011","BSE_EQ|INE623A01011"
"BLUEJET","NSE_EQ|INE0KBH01020","BSE_EQ|INE0KBH01020"
"755PFC27","NSE_EQ|INE134E08MZ8","BSE_EQ|INE134E08MZ8"
"KOKUYOCMLN","NSE_EQ|INE760A01029","BSE_EQ|INE760A01029"
"633TN30","NSE_EQ|IN3120200222","BSE_EQ|IN3120200222"
"749PFC34","NSE_EQ|INE134E08MY1","BSE_EQ|INE134E08MY1"
"GSS","NSE_EQ|INE871H01011","BSE_EQ|INE871H01011"
"744PFCL34","NSE_EQ|INE134E08NA9","BSE_EQ|INE134E08NA9"
"727PFCL31","NSE_EQ|INE134E08ND3","BSE_EQ|INE134E08ND3"
"RKDL","NSE_EQ|INE722J01012","BSE_EQ|INE722J01012"
"920DCBBL34","NSE_EQ|INE503A08069","BSE_EQ|INE503A08069"
"732PFCL39","NSE_EQ|INE134E08NB7","BSE_EQ|INE134E08NB7"
"730PFCL34","NSE_EQ|INE134E08NC5","BSE_EQ|INE134E08NC5"
"STAR","NSE_EQ|INE939A01011","BSE_EQ|INE939A01011"
"CEATLTD","NSE_EQ|INE482A01020","BSE_EQ|INE482A01020"
"716PFCL40","NSE_EQ|INE134E08NI2","BSE_EQ|INE134E08NI2"
"ORIENTALTL","NSE_EQ|INE998H01012","BSE_EQ|INE998H01012"
"663TN55","NSE_EQ|IN3120200206","BSE_EQ|IN3120200206"
"710PFCL35","NSE_EQ|INE134E08NF8","BSE_EQ|INE134E08NF8"
"DBSTOCKBRO","NSE_EQ|INE921B01025","BSE_EQ|INE921B01025"
"711PFCL40","NSE_EQ|INE134E08NG6","BSE_EQ|INE134E08NG6"
"742PFC28","NSE_EQ|INE134E08NL6","BSE_EQ|INE134E08NL6"
"738PFC32","NSE_EQ|INE134E08NM4","BSE_EQ|INE134E08NM4"
"925IHFL29","NSE_EQ|INE477L07BH9","BSE_EQ|INE477L07BH9"
"ROTO","NSE_EQ|INE535D01037","BSE_EQ|INE535D01037"
"724PFCL35","NSE_EQ|INE134E08NJ0","BSE_EQ|INE134E08NJ0"
"BIKAJI","NSE_EQ|INE00E101023","BSE_EQ|INE00E101023"
"725PFCL45","NSE_EQ|INE134E08NK8","BSE_EQ|INE134E08NK8"
"74PFCL35","NSE_EQ|INE134E08NN2","BSE_EQ|INE134E08NN2"
"985ECL28","NSE_EQ|INE804I079Y6","BSE_EQ|INE804I079Y6"
"744PFCL30","NSE_EQ|INE134E08NO0","BSE_EQ|INE134E08NO0"
"IHFL261224","NSE_EQ|INE477L07BA4","BSE_EQ|INE477L07BA4"
"ICRA","NSE_EQ|INE725G01011","BSE_EQ|INE725G01011"
"SUNDARMFIN","NSE_EQ|INE660A01013","BSE_EQ|INE660A01013"
"708PGC34","NSE_EQ|INE752E08767","BSE_EQ|INE752E08767"
"9IHFL27","NSE_EQ|INE477L07BC0","BSE_EQ|INE477L07BC0"
"865IHFL27","NSE_EQ|INE477L07BB2","BSE_EQ|INE477L07BB2"
"712PGCIL34","NSE_EQ|INE752E08775","BSE_EQ|INE752E08775"
"925IHFL31","NSE_EQ|INE477L07BE6","BSE_EQ|INE477L07BE6"
"755PGCI34","NSE_EQ|INE752E08742","BSE_EQ|INE752E08742"
"738PGCIL34","NSE_EQ|INE752E08759","BSE_EQ|INE752E08759"
"WSTCSTPAPR","NSE_EQ|INE976A01021","BSE_EQ|INE976A01021"
"IHF261224","NSE_EQ|INE477L07BD8","BSE_EQ|INE477L07BD8"
"765PGCIL34","NSE_EQ|INE752E08726","BSE_EQ|INE752E08726"
"735PGCIL34","NSE_EQ|INE752E08734","BSE_EQ|INE752E08734"
"89IHFL29","NSE_EQ|INE477L07BG1","BSE_EQ|INE477L07BG1"
"IHF261224A","NSE_EQ|INE477L07BF3","BSE_EQ|INE477L07BF3"
"SAFARI","NSE_EQ|INE429E01023","BSE_EQ|INE429E01023"
"885IHL26","NSE_EQ|INE477L07AZ3","BSE_EQ|INE477L07AZ3"
"GMBREW","NSE_EQ|INE075D01018","BSE_EQ|INE075D01018"
"GODREJAGRO","NSE_EQ|INE850D01014","BSE_EQ|INE850D01014"
"DIVISLAB","NSE_EQ|INE361B01024","BSE_EQ|INE361B01024"
"NOCIL","NSE_EQ|INE163A01018","BSE_EQ|INE163A01018"
"669TN50","NSE_EQ|IN3120200131","BSE_EQ|IN3120200131"
"TTML","NSE_EQ|INE517B01013","BSE_EQ|INE517B01013"
"66TN29","NSE_EQ|IN3120200156","BSE_EQ|IN3120200156"
"GSEC5IETF","NSE_EQ|INF109KC14A8","BSE_EQ|INF109KC14A8"
"V2RETAIL","NSE_EQ|INE945H01013","BSE_EQ|INE945H01013"
"ECOSMOBLTY","NSE_EQ|INE06HJ01020","BSE_EQ|INE06HJ01020"
"CHEVIOT","NSE_EQ|INE974B01016","BSE_EQ|INE974B01016"
"697RJ51A","NSE_EQ|IN2920200713","BSE_EQ|IN2920200713"
"SGIL","NSE_EQ|INE00QT01015","BSE_EQ|INE00QT01015"
"SUVENPHAR","NSE_EQ|INE03QK01018","BSE_EQ|INE03QK01018"
"KFINTECH","NSE_EQ|INE138Y01010","BSE_EQ|INE138Y01010"
"FOSECOIND","NSE_EQ|INE519A01011","BSE_EQ|INE519A01011"
"NIF100BEES","NSE_EQ|INF204K014N5","BSE_EQ|INF204K014N5"
"704RJ36","NSE_EQ|IN2920210175","BSE_EQ|IN2920210175"
"SARDAEN","NSE_EQ|INE385C01021","BSE_EQ|INE385C01021"
"724RJ36","NSE_EQ|IN2920200747","BSE_EQ|IN2920200747"
"LIQUIDBETF","NSE_EQ|INF0QA701854","BSE_EQ|INF0QA701854"
"BAJAJHFL","NSE_EQ|INE377Y01014","BSE_EQ|INE377Y01014"
"EMCURE","NSE_EQ|INE168P01015","BSE_EQ|INE168P01015"
"684RJ31","NSE_EQ|IN2920210100","BSE_EQ|IN2920210100"
"AMJLAND","NSE_EQ|INE606A01024","BSE_EQ|INE606A01024"
"68RJ31","NSE_EQ|IN2920210126","BSE_EQ|IN2920210126"
"765HDFC34","NSE_EQ|INE040A08AK2","BSE_EQ|INE040A08AK2"
"AARTIDRUGS","NSE_EQ|INE767A01016","BSE_EQ|INE767A01016"
"707RJ46","NSE_EQ|IN2920210134","BSE_EQ|IN2920210134"
"771HDFCB33","NSE_EQ|INE040A08AJ4","BSE_EQ|INE040A08AJ4"
"DHANBANK","NSE_EQ|INE680A01011","BSE_EQ|INE680A01011"
"VSTIND","NSE_EQ|INE710A01016","BSE_EQ|INE710A01016"
"JTEKTINDIA","NSE_EQ|INE643A01035","BSE_EQ|INE643A01035"
"BHARTIHEXA","NSE_EQ|INE343G01021","BSE_EQ|INE343G01021"
"736KL38","NSE_EQ|IN2020230081","BSE_EQ|IN2020230081"
"GICRE","NSE_EQ|INE481Y01014","BSE_EQ|INE481Y01014"
"JUBLFOOD","NSE_EQ|INE797F01020","BSE_EQ|INE797F01020"
"BANKIETF","NSE_EQ|INF109KC15I8","BSE_EQ|INF109KC15I8"
"OSWALGREEN","NSE_EQ|INE143A01010","BSE_EQ|INE143A01010"
"NHIT","NSE_EQ|INE0H7R23014","BSE_EQ|INE0H7R23014"
"SPECIALITY","NSE_EQ|INE247M01014","BSE_EQ|INE247M01014"
"729KL49","NSE_EQ|IN2020230024","BSE_EQ|IN2020230024"
"PRESTIGE","NSE_EQ|INE811K01011","BSE_EQ|INE811K01011"
"BANG","NSE_EQ|INE863I01016","BSE_EQ|INE863I01016"
"678RJ31","NSE_EQ|IN2920210035","BSE_EQ|IN2920210035"
"VMM","NSE_EQ|INE01EA01019","BSE_EQ|INE01EA01019"
"682RJ31","NSE_EQ|IN2920210043","BSE_EQ|IN2920210043"
"BANKBETF","NSE_EQ|INF0QA701714","BSE_EQ|INF0QA701714"
"DCM","NSE_EQ|INE498A01018","BSE_EQ|INE498A01018"
"ARMANFIN","NSE_EQ|INE109C01017","BSE_EQ|INE109C01017"
"POKARNA","NSE_EQ|INE637C01025","BSE_EQ|INE637C01025"
"MFSL","NSE_EQ|INE180A01020","BSE_EQ|INE180A01020"
"VINEETLAB","NSE_EQ|INE505Y01010","BSE_EQ|INE505Y01010"
"JAIBALAJI","NSE_EQ|INE091G01026","BSE_EQ|INE091G01026"
"695RJ31","NSE_EQ|IN2920200655","BSE_EQ|IN2920200655"
"NIFTYBETF","NSE_EQ|INF0QA701722","BSE_EQ|INF0QA701722"
"BAGFILMS","NSE_EQ|INE116D01028","BSE_EQ|INE116D01028"
"705RJ31","NSE_EQ|IN2920200689","BSE_EQ|IN2920200689"
"INVENTURE","NSE_EQ|INE878H01024","BSE_EQ|INE878H01024"
"CELLO","NSE_EQ|INE0LMW01024","BSE_EQ|INE0LMW01024"
"UTTAMSUGAR","NSE_EQ|INE786F01031","BSE_EQ|INE786F01031"
"PENIND","NSE_EQ|INE932A01024","BSE_EQ|INE932A01024"
"INFRAIETF","NSE_EQ|INF109KC16E5","BSE_EQ|INF109KC16E5"
"INTERISE","NSE_EQ|INE790Z23019","BSE_EQ|INE790Z23019"
"MEP","NSE_EQ|INE776I01010","BSE_EQ|INE776I01010"
"BOROLTD","NSE_EQ|INE02PY01013","BSE_EQ|INE02PY01013"
"TIJARIA","NSE_EQ|INE440L01017","BSE_EQ|INE440L01017"
"NFL","NSE_EQ|INE870D01012","BSE_EQ|INE870D01012"
"ITIETF","NSE_EQ|INF109KC16I6","BSE_EQ|INF109KC16I6"
"NIF100IETF","NSE_EQ|INF109KC16V9","BSE_EQ|INF109KC16V9"
"SAHYADRI","NSE_EQ|INE280H01015","BSE_EQ|INE280H01015"
"CHOICEIN","NSE_EQ|INE102B01014","BSE_EQ|INE102B01014"
"SITINET","NSE_EQ|INE965H01011","BSE_EQ|INE965H01011"
"ENGINERSIN","NSE_EQ|INE510A01028","BSE_EQ|INE510A01028"
"WILLAMAGOR","NSE_EQ|INE210A01017","BSE_EQ|INE210A01017"
"AUBANK","NSE_EQ|INE949L01017","BSE_EQ|INE949L01017"
"AVTNPL","NSE_EQ|INE488D01021","BSE_EQ|INE488D01021"
"MSTCLTD","NSE_EQ|INE255X01014","BSE_EQ|INE255X01014"
"601RJ26","NSE_EQ|IN2920210316","BSE_EQ|IN2920210316"
"634RJ27","NSE_EQ|IN2920210340","BSE_EQ|IN2920210340"
"VAL30IETF","NSE_EQ|INF109KC16X5","BSE_EQ|INF109KC16X5"
"WABAG","NSE_EQ|INE956G01038","BSE_EQ|INE956G01038"
"692RJ31","NSE_EQ|IN2920210373","BSE_EQ|IN2920210373"
"FAZE3Q","NSE_EQ|INE963C01033","BSE_EQ|INE963C01033"
"GREENLAM","NSE_EQ|INE544R01021","BSE_EQ|INE544R01021"
"OFSS","NSE_EQ|INE881D01027","BSE_EQ|INE881D01027"
"MOM30IETF","NSE_EQ|INF109KC17C7","BSE_EQ|INF109KC17C7"
"MAANALU","NSE_EQ|INE215I01027","BSE_EQ|INE215I01027"
"RAMKY","NSE_EQ|INE874I01013","BSE_EQ|INE874I01013"
"FINIETF","NSE_EQ|INF109KC17L8","BSE_EQ|INF109KC17L8"
"HINDUNILVR","NSE_EQ|INE030A01027","BSE_EQ|INE030A01027"
"ALPL30IETF","NSE_EQ|INF109KC17V7","BSE_EQ|INF109KC17V7"
"687RJ31","NSE_EQ|IN2920210266","BSE_EQ|IN2920210266"
"YATHARTH","NSE_EQ|INE0JO301016","BSE_EQ|INE0JO301016"
"APEX","NSE_EQ|INE346W01013","BSE_EQ|INE346W01013"
"GHCL","NSE_EQ|INE539A01019","BSE_EQ|INE539A01019"
"683GS2039","NSE_EQ|IN0020080050","BSE_EQ|IN0020080050"
"SHANKARA","NSE_EQ|INE274V01019","BSE_EQ|INE274V01019"
"MGEL","NSE_EQ|INE0APB01032","BSE_EQ|INE0APB01032"
"SKMEGGPROD","NSE_EQ|INE411D01015","BSE_EQ|INE411D01015"
"KILITCH","NSE_EQ|INE729D01010","BSE_EQ|INE729D01010"
"713RJ41","NSE_EQ|IN2920210209","BSE_EQ|IN2920210209"
"MARALOVER","NSE_EQ|INE882A01013","BSE_EQ|INE882A01013"
"DONEAR","NSE_EQ|INE668D01028","BSE_EQ|INE668D01028"
"HDFCLIFE","NSE_EQ|INE795G01014","BSE_EQ|INE795G01014"
"691RJ31A","NSE_EQ|IN2920210258","BSE_EQ|IN2920210258"
"DEVYANI","NSE_EQ|INE872J01023","BSE_EQ|INE872J01023"
"PDSL","NSE_EQ|INE111Q01021","BSE_EQ|INE111Q01021"
"ICICIB22","NSE_EQ|INF109KB15Y7","BSE_EQ|INF109KB15Y7"
"CYBERMEDIA","NSE_EQ|INE278G01037","BSE_EQ|INE278G01037"
"UNIONGOLD","NSE_EQ|INF582M01KS4","BSE_EQ|INF582M01KS4"
"CANBK","NSE_EQ|INE476A01022","BSE_EQ|INE476A01022"
"HAPPSTMNDS","NSE_EQ|INE419U01012","BSE_EQ|INE419U01012"
"UCOBANK","NSE_EQ|INE691A01018","BSE_EQ|INE691A01018"
"79413ABF28","NSE_EQ|INE860H07JC8","BSE_EQ|INE860H07JC8"
"81ABFL29","NSE_EQ|INE860H07JA2","BSE_EQ|INE860H07JA2"
"SANGHVIMOV","NSE_EQ|INE989A01032","BSE_EQ|INE989A01032"
"791ABFL34","NSE_EQ|INE860H07JB0","BSE_EQ|INE860H07JB0"
"ASAHIINDIA","NSE_EQ|INE439A01020","BSE_EQ|INE439A01020"
"848NTPC28","NSE_EQ|INE733E07JF7","BSE_EQ|INE733E07JF7"
"SMSPHARMA","NSE_EQ|INE812G01025","BSE_EQ|INE812G01025"
"8034ABFL34","NSE_EQ|INE860H07IZ1","BSE_EQ|INE860H07IZ1"
"737RJ34","NSE_EQ|IN2920210548","BSE_EQ|IN2920210548"
"ABFRESET27","NSE_EQ|INE860H07IX6","BSE_EQ|INE860H07IX6"
"833ABFL27","NSE_EQ|INE860H07IY4","BSE_EQ|INE860H07IY4"
"PARACABLES","NSE_EQ|INE074B01023","BSE_EQ|INE074B01023"
"KRYSTAL","NSE_EQ|INE0QN801017","BSE_EQ|INE0QN801017"
"ABFL26","NSE_EQ|INE860H07IR8","BSE_EQ|INE860H07IR8"
"797ABF28","NSE_EQ|INE860H07IO5","BSE_EQ|INE860H07IO5"
"MANORG","NSE_EQ|INE370D01013","BSE_EQ|INE370D01013"
"78ABFL33","NSE_EQ|INE860H07IP2","BSE_EQ|INE860H07IP2"
"8ABFL26","NSE_EQ|INE860H07IQ0","BSE_EQ|INE860H07IQ0"
"MCX","NSE_EQ|INE745G01035","BSE_EQ|INE745G01035"
"OAL","NSE_EQ|INE959C01023","BSE_EQ|INE959C01023"
"776TIL34","NSE_EQ|INE812V08045","BSE_EQ|INE812V08045"
"793THDC34","NSE_EQ|INE812V08037","BSE_EQ|INE812V08037"
"SAGILITY","NSE_EQ|INE0W2G01015","BSE_EQ|INE0W2G01015"
"772TIL34","NSE_EQ|INE812V08052","BSE_EQ|INE812V08052"
"PSUBNKIETF","NSE_EQ|INF109KC10S8","BSE_EQ|INF109KC10S8"
"816ABFL29","NSE_EQ|INE860H07IW8","BSE_EQ|INE860H07IW8"
"773TIL35","NSE_EQ|INE812V08060","BSE_EQ|INE812V08060"
"81ABFL33","NSE_EQ|INE860H07IS6","BSE_EQ|INE860H07IS6"
"MIDSELIETF","NSE_EQ|INF109KC10W0","BSE_EQ|INF109KC10W0"
"805ABFL28","NSE_EQ|INE860H07IT4","BSE_EQ|INE860H07IT4"
"ABFL28","NSE_EQ|INE860H07IU2","BSE_EQ|INE860H07IU2"
"AUTOIETF","NSE_EQ|INF109KC10V2","BSE_EQ|INF109KC10V2"
"JSFB","NSE_EQ|INE953L01027","BSE_EQ|INE953L01027"
"812ABFL28","NSE_EQ|INE860H07II7","BSE_EQ|INE860H07II7"
"744IRFC34","NSE_EQ|INE053F08379","BSE_EQ|INE053F08379"
"ORCHASP","NSE_EQ|INE215B01022","BSE_EQ|INE215B01022"
"830ABFL26","NSE_EQ|INE860H07IJ5","BSE_EQ|INE860H07IJ5"
