"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_EQ|INE219X07215","937527","77IGT28","IGT-7.7%-6-5-28-INVIT-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE067E01013","513575","STERPOW","STERLING POWERGENSYS LTD","44.7","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE468N07185","974112","EELGSEC26B","ECE-GSEC-16-2-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07EH1","939745","940MFCL26","MFCL-9.40%-16-9-26-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07EG3","939749","990MFCL29","MFCL-9.90%-16-9-29-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE306N07LM5","936810","865TCAPS27","TCAP-8.65%-26-8-27-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE306N07LL7","936808","855TCAPS27","TCAP-8.55%-26-8-27-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07EF5","939759","MFCL16924B","MFCL-16-9-30-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INF769K01MY5","544284","LIQUIDPLUS","Mirae Asset Mutual Fund","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE218P01018","536737","ACFSL","AMRAPALI CAPITAL AND FINANCE S","0.0","","","0.01","1200.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE007B01023","532285","GEOJITFSL","Geojit Financial Services Limi","73.15","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|IN000540C012","800727","GS06MAY40","GS06MAY40","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07EE8","939747","965MFCL27","MFCL-9.65%-16-9-27-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07QY6","973923","825SFL29","SFL-8.25%-25-4-29-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|IN000562C016","800764","GS06MAY62","GS06MAY62","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE300B01022","509051","INDINFO","INDIAN INFOTECH & SOFTWARE LTD","1.19","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07ED0","939757","MFCL16924A","MFCL-16-9-29-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RA4","974111","872SFL32","SFL-8.72%-17-8-32-PVT","1005000.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0MQD01015","543713","DRONACHRYA","Droneacharya Aerial Innovation","71.16","","","0.01","1000.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07EC2","939739","925MFCL27","MFCL-9.25%-16-9-27-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0DBJ07184","976267","835CFPL29","CFPL-8.35%-21-12-29-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE459U01018","540269","SKL","SUPER FINE KNITTERS LIMITED","0.0","","","0.01","10000.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE969E01010","538521","YAANENT","YAAN ENTERPRISES LIMITED","60.74","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE976G01028","540065","RBLBANK","RBL Bank Limited","160.35","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07EB4","939751","1010MFCL30","MFCL-10.10%-16-9-30-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0DBJ07192","976286","835CFPL27","CFPL-8.35%-29-12-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0Q1S01010","544001","SUNITATOOL","Sunita Tools Limited","823.2","","","0.05","250.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE795E01019","526869","KUMPFIN","KUMBHAT FINANCIAL SERVICES LTD","13.87","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07EA6","939755","MFCL16924","MFCL-16-9-27-NCD","1001.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE594B01012","514045","BSL","BSL LTD.","171.1","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE087H08019","975305","945SRSL29","SRSL-9.45%-4-1-29-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE285U01025","530313","KIMIABL","KIMIA BIOSCIENCES LIMITED","47.71","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|IN000645C043","800704","GS12JUN45","GS12JUN45","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RE6","974308","850SFL32","SFL-8.50%-18-10-32-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0DAB01012","544246","RVTH","Revathi Equipment India Limite","964.0","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE090A08TS0","954795","845ICICI25","ICICI-8.45%-31-03-25-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE090A08TT8","954796","840ICICI26","ICICI-8.40%-13-05-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RC0","974173","855SFL32","SFL-8-9-32-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0JMN01019","543519","SFSL","Shashwat Furnishing Solutions ","0.0","","","0.01","3000.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE664X01025","514236","TTLEL","TTL ENTERPRISES LIMITED","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RI7","974692","895SFL25A","SFL-8.95%+SPREAD-21-4-25-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0IPL01018","517423","INTEGSW","INTEGRA SWITCHGEAR LTD.","125.7","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0T7315019","975363","93PLUM26","PLUM24-9.3%-20-3-26-PTC","0.0","","","0.01","100000.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DZ5","939737","9MFCL26","MFCL-9%-16-9-26-NCD","990.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RH9","974676","875SFL26","SFL-8.75%-15-6-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DY8","939445","915MFCL27","MFCL-9.15%-30-6-27-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0MPU01011","543754","TRANSVOY","TRANSVOY LOGISTICS INDIA LIMIT","0.0","","","0.05","800.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE809I01019","532944","ONMOBILE","ONMOBILE","50.65","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE015L07337","954435","EARCNIF26","EARC-NIFTY-B1G601D-7-7-26-PVT","0.0","","","0.01","10.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE809B01014","526043","POLYCHMP","POLYMECHPLAST MACHINES LTD.","52.54","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RG1","974379","SFLGSEC26","SFL-GSEC-23-11-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DX0","939467","MFCL30424D","MFCL-29-2-32-NCD","959.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RF3","974376","SFLGSEC25","SFL-GSEC-18-11-25-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DW2","939443","890MFCL26","MFCL-8.90%-30-6-26-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0DBJ07143","974175","935CFPL25","CFPL-9.35%-6-9-25-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RM9","974805","855SFL28","SLF-8.55%-28-4-28-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE547E01014","590065","IMPAL","INDIA MOTOR PARTS & ACCESSORIE","930.35","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE723X07166","974574","890TIAL30","TIAPL-8.90%-31-1-30-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DV4","939447","935MFCL29","MFCL-9.35%-30-4-29-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DU6","939449","955MFCL30","MFCL-9.55%-30-4-30-NCD","1010.01","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE723X07174","974742","890TIAPL28","TIAPL-8.90%-7-4-28-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RL1","974804","875SFL28","SFL-8.75%-28-4-28-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DT8","939463","MFCL30424B","MFCL-30-4-29-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE090A08TY8","956718","747ICICI27","ICICI-7.47%-25-6-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE084D01010","531489","CGVAK","CG-VAK SOFTWARE & EXPORTS LTD.","298.85","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE015L07386","954481","EARCNIF26E","EARCL-NIFTY-J8G601C-13-07-2026","0.0","","","0.01","10.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE077P01034","509945","THACKER","THACKER & CO.LTD.","1357.35","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE587G01015","539276","KAYA","Kaya Limited","224.6","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DS0","939461","MFCL30424A","MFCL-30-6-27-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DR2","939459","MFCL30424","MFCL-30-6-26-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INF769K01LQ3","544212","EVINDIA","Mirae Asset Mutual Fund","26.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RQ0","975128","875SHFL26","SHFL-8.75%-5-10-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DQ4","939457","10MFCL30","MFCL-10%-30-4-30-NCD","955.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|IN2920240099","811011","737RJSDL39","737RJSDL39","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DP6","939455","975MFCL29","MFCL-9.75%-30-4-29-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|IN2920240065","811010","741RJSDL34","741RJSDL34","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE00M901018","544232","INTERARCH","Interarch Building Products Li","1435.0","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RO5","974930","SFLREPO25","SFL-Repo Rate+ Spread-26-6-25-","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE0TT901016","544186","TOTEM","Forbes Precision Tools and Mac","161.0","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DO9","939451","925MFCL26","MFCL-9.25%-30-6-26-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RN7","974818","875SF26","SFL-8.75%-4-5-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE501X07349","974367","1120AFL27A","AFL-11.20%-15-11-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE219X07363","974630","785IGT28","IGT-7.85%-28-2-28-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DN1","939453","950MFCL27","MFCL-9.50%-30-6-27-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RV0","975259","923SFL27","SFL-9.23%-18-5-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE02EP07046","975975","105CFL26","CFL-10.5%-30-8-36-PVT","96000.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RU2","975258","925SFL25","SFL-9.25%-19-12-25-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE723X07208","975565","910TIAPL31","TIAPL-9.10%-26-9-31-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE382Z01011","542011","GRSE","Garden Reach Shipbuilders & En","1360.4","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE219X07355","974631","7917IGT31","IGT-7.917%-28-2-31-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DM3","939465","MFCL30424C","MFCL-30-4-30-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE876N01018","535754","ORIENTCEM","ORIENT CEMENT LTD","340.25","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RT4","975212","880SFL33","SFL-8.80%-22-11-33-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE886D01026","512008","EFCIL","EFC (I) LIMITED","218.75","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE219X07389","975036","735IGT38","IGT-7.35%-31-3-38-INVIT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE501X07398","974590","1125AFL25","AFL-11.25%-15-5-25-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DL5","939232","890MFL26","MFL-8.90%-31-1-26-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RS6","975213","890SFL28","SFL-8.90%-22-11-28-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE348N01034","512595","MANBRO","Manbro Industries Limited","0.0","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE296A01024","500034","BAJFINANCE","BAJAJ FINANCE LIMITED","8343.65","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|IN000930C049","800504","GS19SEP2030","GS19SEP2030","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DK7","939248","MFLZC29A","MFL-ZC-31-1-29-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DJ9","939246","MFLZC27F","MFL-ZC-31-1-27-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE219X07371","974781","770TGT41","IGT-7.70%-31-3-41-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RR8","975129","875SFLTD26","SFLTD-8.75%-3-10-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE011B01017","530839","CLIOINFO","CLIO INFOTECH LTD.","5.24","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PD3","975362","NUVWEMCX27","NWFL-MCX-2-8-27-PCT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RZ1","975467","91SFL27A","SFL-9.10%-18-3-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RY4","975339","915SFL29","SFL-9.15%-19-1-29-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INF769K01LZ4","544266","BANKPSU","Mirae Asset Mutual Fund","58.49","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DI1","939244","MFLZC26E","MFL-ZC-31-1-26-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|IN2920240016","811004","752RJ34","752RAJSDL34","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RX6","975309","875SFL34","SFL-8.75%-5-1-34-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE219X07348","974071","753IGT2025","IGT-7.53%-05-8-25-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DH3","939234","915MFL27","MFL-9.15%-31-1-27-NCD","990.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07RW8","975295","SFLTBIL26","SFL-T-BILL+SPREAD-29-4-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE583V01021","540125","RADHIKAJWE","Radhika Jeweltech Limited","87.07","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE403Q07912","936168","KFLZC25A","KFL-ZC-22-8-25-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE219X07330","973766","652IGT25","IGT-6.52%-7-4-25-INVIT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DG5","939236","935MFL29","MFL-9.35%-31-1-29-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DF7","939242","975MFL29A","MFL-9.75%-31-1-29-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE494B01023","532343","TVSMOTOR","TVS MOTOR COMPANY LTD.","2255.8","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PH4","975846","NWFL22724A","NWFL-Nifty 50 Index-21-1-28-PV","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE259A01022","500830","COLPAL","COLGATE-PALMOLIVE (INDIA) LTD.","2438.9","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE02A801020","543213","ROSSARI","ROSSARI BIOTECH LIMITED","664.65","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PG6","975643","NWFL3524","NWFL-NIFTY 50-2-11-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DE0","939240","950MFL27A","MFL-9.50%-31-1-27-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE966C01010","526865","JAINCO","JAINCO PROJECTS (INDIA) LTD.","4.95","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE219X07306","973450","672IGT26","IGT-6.72%-14-9-26-INVITs","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE657N07613","956710","99ERCL27A","EAVCL-9.90%-30-6-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DD2","939238","925MFL26","MFL-9.25%-31-1-26-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|IN001141C018","800733","GS06NOV41","GS06NOV41","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PF8","975594","NWFL12424","NWFL-13-7-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DC4","939250","MFLZC32","MFL-ZC-31-1-32-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE657N07621","956700","99ERCL27","ECSL-9.90%-30-6-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE557B01019","526596","LIBERTSHOE","LIBERTY SHOES LTD.","304.7","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE501X07315","974234","1120AFL27","AFL-11.20%-20-9-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INF769K01LX9","544241","MULTICAP","Mirae Asset Mutual Fund","13.95","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE879I01012","533160","DBREALTY","VALOR ESTATE LIMITED","126.25","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DB6","975264","975MFL28","MFL-9.75%-21-12-28-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INF769K01LY7","544268","METAL","Mirae Asset Mutual Fund","8.91","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SC8","975700","SFL30524","SFL-3MOIS+SPREAD-30-5-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE709B01016","531169","SKPSEC","SKP SECURITIES LTD.","132.1","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE672B01032","520059","MUNJALAU","MUNJAL AUTO INDUSTRIES LTD.","70.75","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE966Q01010","539697","HILIKS","HILIKS TECHNOLOGIES LIMITED","64.01","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PL6","975964","NWF290824","NWFL-30-8-27-CP","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07DA8","938932","MFL31A","MFL-1-11-31-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SB0","975675","920SFL26A","SFL-9.20%-22-5-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PK8","975963","NWFL290824","NWFL-29-6-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE638D01021","523594","KUNSTOFF","KUNSTSTOFFE INDUSTRIES LTD.","23.7","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SA2","975676","920SFL29","SFL-9.20%-22-5-29-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PJ0","975892","985NWFL27","NWFL-9.85%-9-8-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE386D01027","513097","SBCL","SHIVALIK BIMETAL CONTROLS LTD.","470.25","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE924B01011","530133","AMCOIND","AMCO INDIA LTD.","71.05","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PI2","975867","ZCNWF27","NWFL-ZC-30-7-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SG9","976005","910SFL34","SFL-9.10%-11-9-34-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PP7","976164","95NWFL26","NWFL-9.5%-9-11-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SF1","975984","8857SFL27","SFL-8.857%-RESET RATE-2-9-27-P","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE298G01027","513349","AJMERA","AJMERA REALTY & INFRA INDIA LT","800.0","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|IN1520180028","810596","795GJSDL28","795GJSDL28","0.0","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PO0","976141","961NWFL26A","NWFL-9.61%-26-10-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SE4","975871","870SFL34","SFL-8.75%-31-7-34-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE550H01011","532904","SUPREMEINF","SUPREME INFRASTRUCTURE INDIA L","0.0","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE241O08208","957385","925EFCL28","EFCL-A8A801A-9.25%-4-1-28-PVT","0.0","","","0.01","10.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PN2","976140","961NWFL26","NWFL-9.61%-23-4-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07CZ7","938930","MFL28D","MFL-1-11-28-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE090A08SP8","912254","ICICM58","ICIC M6-DDB-21/7/2026","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SD6","975791","915SFL29A","SFL-9.15%-28-6-29-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PM4","976037","NWFL23924","NWFL-Nifty 50-24-3-28-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07CY0","938928","MFL26D","MFL-1-11-26-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PT9","976299","NWFL311224","NWFL-NIFTY 50-30-6-28-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE015L07428","954527","EARCNIFE26","EARCL-NIFTY-J8G602C-17-07-26-P","0.0","","","0.01","10.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07CX2","938926","MFL25E","MFL-01-11-25-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SK1","976315","89043SFL30","SFL-8.90%-04-01-30-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE765G01017","540716","ICICIGI","ICICI Lombard General Insuranc","1701.3","","","0.05","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SJ3","976268","88912SFL28","SFL-8.8912%-24-1-28-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PS1","976263","985NWFL26","NWFL-9.85%-20-8-26-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07CW4","938924","944MFL28","MFL-9.44%-1-11-28-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07CV6","938922","927MFL26","MFL-9.27%-1-11-26-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SI5","976166","89267SFL27","SFL-8.9267%-20-7-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE880J14011","728039","JSWI091024","JSWIL-18-3-25-CP","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE918K07PR3","976235","962NWFL27","NWFL-9.62%-16-6-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE549K07CU8","938920","9MFL25","MFL-9%-1-11-25-NCD","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
"BSE_EQ|INE721A07SH7","976136","896SFL27","SFL-8.96%-24-10-27-PVT","0.0","","","0.01","1.0","EQUITY","","BSE_EQ"
